ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5879534,F,N,Y,1,90000,Working,Higher education,Married,House / apartment,-10922,-1114,1,0,0,0,Sales staff,3
5879641,F,N,Y,0,211500,Working,Secondary / secondary special,Widow,House / apartment,-22958,-2331,1,0,0,0,Cooking staff,1
5883130,F,Y,N,0,225000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21162,365243,1,0,1,0,,1
5883166,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-21386,365243,1,0,1,0,,1
5883437,M,Y,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-10735,-3416,1,0,0,0,Drivers,1
5883667,M,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-11385,-1194,1,0,0,0,Laborers,2
5883703,F,N,N,2,90000,Working,Secondary / secondary special,Married,House / apartment,-11928,-312,1,0,0,1,,4
5883820,M,Y,Y,1,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16702,-282,1,1,1,1,Laborers,3
5883822,M,Y,Y,1,315000,Pensioner,Secondary / secondary special,Married,House / apartment,-16702,-282,1,1,1,1,Laborers,3
5884006,F,Y,Y,0,360000,Commercial associate,Higher education,Single / not married,House / apartment,-20929,-2046,1,0,0,1,Managers,1
5884007,F,Y,Y,0,360000,Commercial associate,Higher education,Single / not married,House / apartment,-20929,-2046,1,0,0,1,Managers,1
5884089,F,N,Y,0,126000,Commercial associate,Higher education,Civil marriage,With parents,-10959,-1073,1,1,1,1,Laborers,2
5884122,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-16844,-2077,1,0,0,0,Sales staff,3
5884228,F,Y,Y,0,445500,Working,Secondary / secondary special,Married,House / apartment,-13692,-1568,1,1,1,0,Managers,2
5884479,M,Y,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,-16088,-94,1,0,1,0,Drivers,1
5884484,M,Y,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,-16088,-94,1,0,1,0,Drivers,1
5884485,M,Y,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,-16088,-94,1,0,1,0,Drivers,1
5884513,M,N,Y,1,225000,Working,Secondary / secondary special,Separated,House / apartment,-12507,-642,1,0,0,0,High skill tech staff,2
5884515,F,N,Y,1,225000,Working,Secondary / secondary special,Separated,House / apartment,-12507,-642,1,0,0,0,High skill tech staff,2
5884516,F,N,Y,1,225000,Working,Secondary / secondary special,Separated,House / apartment,-12507,-642,1,0,0,0,High skill tech staff,2
5884518,M,N,N,1,225000,Working,Secondary / secondary special,Separated,House / apartment,-12507,-642,1,0,0,0,High skill tech staff,2
5884593,F,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-13789,-2376,1,0,1,1,Core staff,2
5884604,F,N,N,0,103500,Working,Secondary / secondary special,Married,House / apartment,-19330,-3837,1,0,1,0,Secretaries,2
5884884,M,Y,Y,2,337500,Working,Higher education,Married,House / apartment,-11846,-3472,1,0,0,0,High skill tech staff,4
5885184,M,Y,N,2,202500,Working,Incomplete higher,Single / not married,House / apartment,-10294,-2104,1,1,1,0,Laborers,4
5885186,M,Y,N,2,202500,Working,Incomplete higher,Married,House / apartment,-10294,-2104,1,1,1,0,Laborers,4
5888247,F,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-16272,-340,1,0,0,0,,2
5888273,F,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19586,-1040,1,0,0,0,Cleaning staff,2
5888274,F,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19586,-1040,1,0,0,0,Cleaning staff,2
5888276,F,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19586,-1040,1,0,0,0,Cleaning staff,2
5888356,F,Y,N,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-10786,-2531,1,0,0,0,Private service staff,3
5888357,F,Y,N,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-10786,-2531,1,0,0,0,Private service staff,1
5888421,M,N,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19019,-522,1,0,0,0,Laborers,2
5888422,M,N,N,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19019,-522,1,0,0,0,Laborers,2
5888894,M,Y,Y,1,675000,Pensioner,Higher education,Married,House / apartment,-14396,-6427,1,0,0,1,Managers,3
5888904,F,N,Y,0,54000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21637,365243,1,0,0,0,,2
5888905,F,N,Y,0,54000,Pensioner,Secondary / secondary special,Married,House / apartment,-21637,365243,1,0,0,0,,2
5889025,M,N,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,-11501,-279,1,0,0,0,Core staff,2
5889027,M,N,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,-11501,-279,1,0,0,0,Core staff,2
5889028,M,N,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,-11501,-279,1,0,0,0,Core staff,2
5889029,M,N,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,-11501,-279,1,0,0,0,Core staff,2
5889061,M,N,Y,0,180000,Working,Secondary / secondary special,Married,Municipal apartment,-16616,-1495,1,0,1,0,Laborers,2
5889064,F,N,N,0,180000,Working,Secondary / secondary special,Married,Municipal apartment,-16616,-1495,1,0,1,0,Laborers,2
5889065,F,N,N,0,180000,Working,Secondary / secondary special,Married,Municipal apartment,-16616,-1495,1,0,1,0,Laborers,2
5889066,F,N,N,0,180000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16616,-1495,1,0,1,0,Laborers,2
5889225,F,Y,Y,0,180000,Commercial associate,Higher education,Married,Municipal apartment,-12394,-3627,1,0,1,0,,2
5889249,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14386,-2167,1,0,1,0,Drivers,2
5889602,M,Y,N,1,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16378,-5090,1,1,1,1,Cooking staff,3
5889633,F,N,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-21278,-3507,1,0,0,0,Cooking staff,2
5889648,M,Y,N,0,139500,Working,Secondary / secondary special,Single / not married,House / apartment,-12945,-2258,1,1,1,0,Laborers,2
5889710,F,N,Y,0,207000,Pensioner,Secondary / secondary special,Married,House / apartment,-15232,-1650,1,1,0,0,Medicine staff,2
5889712,F,N,Y,0,207000,Pensioner,Secondary / secondary special,Married,House / apartment,-15232,-1650,1,1,0,0,Medicine staff,2
5889714,F,N,Y,0,207000,State servant,Secondary / secondary special,Married,House / apartment,-15232,-1650,1,1,0,0,Medicine staff,2
5889715,F,N,Y,0,207000,Pensioner,Secondary / secondary special,Married,House / apartment,-15232,-1650,1,1,0,0,Medicine staff,2
5889748,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-21690,-13400,1,1,1,0,Laborers,2
5889859,M,Y,N,1,207000,Pensioner,Secondary / secondary special,Married,House / apartment,-12888,-4146,1,0,0,1,Core staff,3
5889928,M,Y,Y,1,117000,Working,Secondary / secondary special,Married,House / apartment,-8261,-155,1,0,1,0,Drivers,3
5890259,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-20101,365243,1,0,1,0,,2
5890374,M,N,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20365,-3398,1,0,1,0,Laborers,2
5890434,M,Y,Y,2,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14346,-1633,1,1,1,0,Drivers,4
5890435,M,Y,Y,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14346,-1633,1,1,1,0,Drivers,4
5890457,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,-17518,-506,1,0,0,0,Accountants,2
5890458,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,-17518,-506,1,0,0,0,Accountants,2
5890630,M,N,Y,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20107,365243,1,0,1,0,,1
5891344,F,N,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-20180,-2650,1,1,0,0,Core staff,2
5891346,M,Y,N,0,180000,Working,Higher education,Married,House / apartment,-11997,-1371,1,0,0,0,,2
5891611,M,N,Y,2,360000,State servant,Secondary / secondary special,Married,House / apartment,-11234,-3135,1,0,0,0,High skill tech staff,4
5891769,F,N,N,0,157500,Working,Secondary / secondary special,Widow,House / apartment,-19403,-3331,1,1,0,0,Sales staff,1
5891924,F,N,Y,1,81000,State servant,Secondary / secondary special,Married,House / apartment,-17798,-1477,1,1,1,0,Core staff,3
5892083,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-14735,-3819,1,0,0,1,Sales staff,3
5892127,F,N,N,0,135000,Working,Secondary / secondary special,Married,Municipal apartment,-10745,-1293,1,0,0,0,Medicine staff,2
5892534,F,N,N,0,90000,Pensioner,Higher education,Widow,House / apartment,-23377,365243,1,0,1,0,,1
5899306,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Separated,House / apartment,-23516,365243,1,0,0,0,,1
5899308,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Separated,House / apartment,-23516,365243,1,0,0,0,,1
5900690,M,Y,Y,0,315000,Working,Secondary / secondary special,Single / not married,House / apartment,-12358,-1117,1,1,1,0,,1
5905357,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-13782,-3032,1,1,1,0,Security staff,3
5905555,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15544,-3519,1,0,0,0,Drivers,2
5905556,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15544,-3519,1,0,0,0,Drivers,2
5905726,F,Y,Y,0,99000,Working,Secondary / secondary special,Civil marriage,House / apartment,-11019,-1974,1,1,0,0,Cooking staff,2
5905774,M,N,Y,1,247500,Commercial associate,Higher education,Married,House / apartment,-13562,-2521,1,0,0,1,,3
5906061,F,N,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-12988,-208,1,1,1,0,Core staff,1
5906847,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-13730,-1273,1,0,0,0,Laborers,2
5907618,F,N,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21800,365243,1,0,0,0,,2
5917971,M,N,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-19669,-1631,1,0,0,0,,2
5918049,F,N,Y,0,162000,Pensioner,Higher education,Widow,House / apartment,-22297,365243,1,0,0,1,,1
5918050,F,N,N,0,162000,Pensioner,Higher education,Widow,House / apartment,-22297,365243,1,0,0,1,,1
5918051,F,N,Y,0,162000,Pensioner,Higher education,Widow,House / apartment,-22297,365243,1,0,0,1,,1
5918054,F,N,Y,0,162000,Pensioner,Higher education,Widow,House / apartment,-22297,365243,1,0,0,1,,1
5918072,M,N,Y,1,99000,State servant,Secondary / secondary special,Married,House / apartment,-11293,-1570,1,1,0,0,Managers,3
5918385,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Married,House / apartment,-20266,365243,1,0,0,1,,2
5918388,F,N,N,0,292500,Pensioner,Secondary / secondary special,Married,House / apartment,-20266,365243,1,0,0,1,,2
5918389,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Married,House / apartment,-20266,365243,1,0,0,1,,2
5918522,F,Y,N,0,90000,State servant,Secondary / secondary special,Single / not married,Rented apartment,-16110,-2129,1,0,0,0,Cleaning staff,1
5918584,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15746,-7394,1,0,0,0,High skill tech staff,2
5918635,M,Y,N,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18888,-788,1,0,0,0,Sales staff,2
5918794,F,N,N,0,135000,State servant,Higher education,Married,House / apartment,-17975,-3863,1,1,0,0,Managers,2
5918803,M,N,N,0,112500,Working,Secondary / secondary special,Widow,House / apartment,-21551,-11869,1,1,1,0,Medicine staff,1
5918851,F,Y,N,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18411,-849,1,0,0,0,Cooking staff,2
5918863,M,N,Y,1,252000,State servant,Higher education,Married,House / apartment,-10960,-1216,1,0,0,0,Core staff,3
5918976,M,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10917,-1580,1,0,0,1,Drivers,2
5919062,F,Y,N,1,247500,Working,Higher education,Civil marriage,House / apartment,-16241,-1245,1,0,0,0,High skill tech staff,3
5919063,M,Y,Y,1,315000,Working,Secondary / secondary special,Single / not married,House / apartment,-16325,-8854,1,0,0,0,Core staff,2
5919322,M,N,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10924,-699,1,1,1,0,Laborers,2
5919742,M,N,N,0,157500,Commercial associate,Incomplete higher,Married,With parents,-9147,-608,1,0,0,0,,2
5922913,F,N,Y,0,67500,Pensioner,Lower secondary,Single / not married,House / apartment,-22426,365243,1,0,0,0,,1
5922993,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-14432,-727,1,0,0,0,Managers,3
5922996,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-14432,-727,1,0,0,0,Managers,3
5923376,F,N,Y,0,112500,Pensioner,Higher education,Married,House / apartment,-20701,365243,1,0,0,1,,2
5923377,F,N,Y,0,112500,Pensioner,Higher education,Married,House / apartment,-20701,365243,1,0,0,1,,2
5923380,F,N,N,0,112500,Pensioner,Higher education,Married,House / apartment,-20701,365243,1,0,0,1,,2
5923580,M,Y,Y,0,180000,Working,Higher education,Civil marriage,House / apartment,-13362,-3100,1,1,1,0,Laborers,2
5923758,M,Y,Y,0,360000,Commercial associate,Higher education,Married,House / apartment,-17252,-3223,1,0,1,0,Managers,2
5923760,M,Y,N,0,360000,Commercial associate,Higher education,Married,House / apartment,-17252,-3223,1,0,1,0,Managers,2
5928376,F,Y,Y,1,112500,Working,Higher education,Civil marriage,House / apartment,-11342,-2878,1,1,1,0,Managers,3
5928659,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Separated,House / apartment,-16214,-2482,1,0,0,0,,1
5929290,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22286,365243,1,0,1,0,,2
5929688,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Separated,House / apartment,-19127,-1083,1,0,0,0,Laborers,1
5929777,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22123,365243,1,0,1,0,,1
5931487,M,Y,N,1,177750,State servant,Higher education,Married,With parents,-12368,-3713,1,1,0,0,Core staff,3
5931488,M,Y,N,1,177750,Pensioner,Higher education,Single / not married,With parents,-12368,-3713,1,1,0,0,Core staff,1
5931489,M,Y,N,1,177750,State servant,Higher education,Married,With parents,-12368,-3713,1,1,0,0,Core staff,3
5931490,M,Y,N,1,177750,Pensioner,Higher education,Married,With parents,-12368,-3713,1,1,0,0,Core staff,3
5931567,F,Y,Y,3,85500,Working,Secondary / secondary special,Married,House / apartment,-11585,-641,1,1,0,0,Laborers,5
5931707,F,Y,Y,1,171000,Working,Higher education,Single / not married,House / apartment,-11367,-1494,1,0,0,0,Accountants,3
5933973,F,N,N,4,171000,State servant,Secondary / secondary special,Married,House / apartment,-12277,-1942,1,1,1,0,Laborers,6
5934075,F,N,Y,0,126000,Commercial associate,Higher education,Married,House / apartment,-18138,-6659,1,0,0,0,,2
5934084,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20529,-2774,1,0,0,0,Sales staff,2
5934118,F,Y,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,-20205,365243,1,0,0,0,,2
5934645,M,N,Y,0,175500,Commercial associate,Higher education,Married,House / apartment,-20958,-1160,1,0,0,0,Cleaning staff,2
5935925,F,N,Y,0,157500,Pensioner,Higher education,Single / not married,House / apartment,-20081,365243,1,0,1,0,,2
5935933,F,Y,Y,0,337500,Working,Higher education,Married,House / apartment,-10527,-1964,1,1,0,0,,2
5936064,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-12383,-1387,1,0,0,0,Drivers,3
5936090,F,Y,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,-15507,-1326,1,0,1,1,Accountants,2
5936188,F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-14803,-16,1,1,1,0,Secretaries,2
5936455,F,N,N,2,247500,Working,Incomplete higher,Married,With parents,-11513,-2511,1,0,0,0,Accountants,4
5936571,M,N,N,0,112500,Working,Secondary / secondary special,Civil marriage,Rented apartment,-16083,-411,1,0,0,0,Laborers,2
5936573,M,N,N,0,112500,Working,Secondary / secondary special,Civil marriage,Rented apartment,-16083,-411,1,0,0,0,Laborers,2
5937902,F,N,N,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-18019,-3515,1,0,0,0,Managers,2
5938140,F,N,N,1,90000,State servant,Higher education,Married,House / apartment,-15772,-5626,1,0,0,0,Managers,3
5938882,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-17452,-2826,1,0,0,0,Laborers,2
5939222,F,Y,N,0,373500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23516,365243,1,0,1,1,,2
5939527,M,N,Y,0,178200,Commercial associate,Secondary / secondary special,Married,House / apartment,-10299,-159,1,0,0,0,Medicine staff,2
5939528,M,N,Y,0,178200,Commercial associate,Secondary / secondary special,Married,House / apartment,-10299,-159,1,0,0,0,Medicine staff,2
5939540,F,N,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12806,-1408,1,0,0,1,Laborers,3
5942634,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Separated,House / apartment,-18092,365243,1,0,0,0,,1
5942767,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Widow,House / apartment,-23609,365243,1,0,0,0,,1
5942846,F,N,N,0,112500,State servant,Secondary / secondary special,Married,House / apartment,-22181,-5844,1,0,0,0,Medicine staff,2
5943118,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-18738,-1826,1,0,0,0,Drivers,2
5943145,M,Y,N,0,337500,Commercial associate,Higher education,Civil marriage,House / apartment,-19553,-2100,1,0,0,1,Managers,2
5943192,F,N,Y,0,225000,Working,Higher education,Single / not married,House / apartment,-11685,-3012,1,0,0,0,Laborers,1
5943219,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-14605,-4748,1,0,0,0,Laborers,3
5943424,F,Y,N,0,270000,Commercial associate,Higher education,Married,House / apartment,-10160,-1255,1,1,1,0,,2
5943425,F,Y,N,0,270000,Pensioner,Higher education,Married,House / apartment,-10160,-1255,1,1,1,0,,2
5943426,F,Y,N,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,-10160,-1255,1,1,1,0,,2
5943698,F,Y,N,0,202500,Working,Higher education,Married,House / apartment,-18324,-3326,1,0,1,0,Core staff,2
5944394,F,N,Y,0,198000,Working,Secondary / secondary special,Civil marriage,House / apartment,-19899,-9290,1,0,0,0,Laborers,2
5944406,F,N,Y,0,198000,Working,Secondary / secondary special,Civil marriage,House / apartment,-19899,-9290,1,0,0,0,Laborers,2
5944738,F,N,N,1,382500,Commercial associate,Lower secondary,Married,Municipal apartment,-14591,-1982,1,0,0,0,Sales staff,3
5944739,F,N,N,1,382500,Commercial associate,Lower secondary,Married,Municipal apartment,-14591,-1982,1,0,0,0,Sales staff,3
5944811,M,N,N,1,135000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-13387,-704,1,0,0,0,,2
5945237,F,N,N,2,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-14749,-7703,1,0,0,0,,3
5945308,F,Y,Y,0,135000,Commercial associate,Higher education,Single / not married,House / apartment,-8776,-551,1,0,0,0,Sales staff,1
5945311,F,Y,Y,0,135000,Commercial associate,Higher education,Single / not married,House / apartment,-8776,-551,1,0,0,0,Sales staff,1
5945426,M,N,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,-15361,-3685,1,0,1,1,,3
5945662,F,Y,Y,0,180000,Working,Higher education,Married,House / apartment,-12486,-3535,1,0,0,0,Accountants,2
5945737,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-21219,-3047,1,0,0,0,Laborers,2
5945795,F,N,Y,2,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-13317,-2621,1,0,0,0,,4
5948949,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-10454,-76,1,0,0,0,Laborers,3
5949026,F,N,Y,1,184500,State servant,Higher education,Single / not married,House / apartment,-11092,-1994,1,1,1,0,,2
5949088,F,N,Y,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-19559,-5189,1,0,0,1,Laborers,2
5949118,M,N,N,1,180000,Working,Higher education,Married,House / apartment,-12235,-563,1,0,0,0,,3
5949250,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20929,-351,1,0,1,0,Drivers,2
5949299,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23536,365243,1,0,0,0,,2
5949611,M,Y,N,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-22275,365243,1,0,0,0,,2
5949615,M,Y,N,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-22275,365243,1,0,0,0,,2
5949637,F,Y,Y,0,270000,Commercial associate,Higher education,Married,House / apartment,-15570,-395,1,0,0,0,Private service staff,2
5949917,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,Municipal apartment,-15834,365243,1,0,0,1,,2
5950008,F,N,N,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21964,365243,1,0,0,0,,1
5950017,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21964,365243,1,0,0,0,,1
5950019,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21964,365243,1,0,0,0,,1
5951567,F,N,Y,0,135000,Working,Secondary / secondary special,Widow,House / apartment,-18407,-1973,1,0,0,0,Laborers,1
5951700,M,Y,N,0,135000,Working,Secondary / secondary special,Married,Municipal apartment,-16289,-1090,1,1,0,0,Drivers,2
5951702,M,Y,N,0,135000,Working,Secondary / secondary special,Married,Municipal apartment,-16289,-1090,1,1,0,0,Drivers,2
5951905,F,N,Y,2,135000,Commercial associate,Incomplete higher,Married,House / apartment,-12308,-359,1,0,0,0,Laborers,4
5952166,M,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-24001,365243,1,0,0,0,,1
5952197,F,N,Y,0,126000,Working,Secondary / secondary special,Single / not married,House / apartment,-21799,-6996,1,0,0,0,Laborers,2
5952201,M,N,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-21805,-4683,1,0,0,0,Laborers,3
5952203,M,N,Y,1,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-21805,-4683,1,0,0,0,Laborers,3
5956009,M,N,Y,0,94500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11130,-762,1,0,0,0,,2
5956069,F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21996,365243,1,0,0,0,,2
5956700,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-12071,-2438,1,0,0,0,Drivers,2
5956704,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-12071,-2438,1,0,0,0,Drivers,2
5956705,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-12071,-2438,1,0,0,0,Drivers,2
5956894,F,Y,Y,2,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-14736,-2407,1,0,0,0,Accountants,3
5956974,M,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-8692,-1434,1,0,0,1,,1
5956975,M,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-8692,-1434,1,0,0,1,,1
5957009,M,Y,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-8118,-550,1,0,0,0,Drivers,1
5957054,F,N,Y,2,166500,State servant,Incomplete higher,Separated,House / apartment,-13660,-2134,1,0,0,0,Core staff,3
5957131,F,Y,Y,0,166500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16480,-3929,1,0,0,0,Accountants,2
5957134,F,Y,Y,0,166500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16480,-3929,1,0,0,0,Accountants,2
5957382,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-15114,-216,1,0,0,0,Laborers,2
5957592,F,Y,N,1,171000,Working,Secondary / secondary special,Married,House / apartment,-13713,-2042,1,0,0,0,Managers,3
5957593,F,Y,N,1,171000,Working,Secondary / secondary special,Married,House / apartment,-13713,-2042,1,0,0,0,Managers,3
5957594,F,Y,N,1,171000,Working,Secondary / secondary special,Married,House / apartment,-13713,-2042,1,0,0,0,Managers,3
5957784,F,N,Y,1,225000,Working,Secondary / secondary special,Separated,House / apartment,-12507,-642,1,0,0,0,High skill tech staff,2
5964369,F,Y,Y,0,103500,Working,Higher education,Civil marriage,House / apartment,-17549,-7759,1,0,0,0,Core staff,2
5964690,M,Y,Y,1,270000,Working,Secondary / secondary special,Separated,With parents,-11598,-423,1,0,0,0,Drivers,2
5964922,M,N,Y,0,99000,Working,Secondary / secondary special,Civil marriage,House / apartment,-21012,-2219,1,0,1,0,Laborers,2
5964924,M,N,Y,0,99000,Working,Secondary / secondary special,Civil marriage,House / apartment,-21012,-2219,1,0,1,0,Laborers,2
5965057,M,N,Y,0,225000,Working,Incomplete higher,Single / not married,House / apartment,-8554,-332,1,0,0,0,Accountants,1
5965058,F,N,Y,0,225000,Working,Incomplete higher,Single / not married,House / apartment,-8554,-332,1,0,0,0,Accountants,1
5965247,F,N,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,-24418,365243,1,0,0,0,,2
5965248,F,N,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,-24418,365243,1,0,0,0,,2
5965361,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-22192,365243,1,0,0,0,,2
5965362,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22192,365243,1,0,0,0,,2
5965364,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-22192,365243,1,0,0,0,,2
5965478,F,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-15220,-3833,1,1,1,0,Core staff,2
5969392,F,Y,N,2,166500,Commercial associate,Higher education,Married,House / apartment,-10461,-1160,1,1,0,0,Managers,4
5969393,M,Y,N,2,166500,Commercial associate,Higher education,Married,House / apartment,-10461,-1160,1,1,0,0,Managers,4
5969396,F,Y,N,2,166500,Commercial associate,Higher education,Married,House / apartment,-10461,-1160,1,1,0,0,Managers,4
5969397,F,Y,N,2,166500,Commercial associate,Higher education,Married,House / apartment,-10461,-1160,1,1,0,0,Managers,4
5969398,F,Y,N,2,166500,Commercial associate,Higher education,Married,House / apartment,-10461,-1160,1,1,0,0,Managers,4
5969399,F,Y,N,2,166500,Commercial associate,Higher education,Married,House / apartment,-10461,-1160,1,1,0,0,Managers,4
5969400,F,Y,N,2,166500,Commercial associate,Higher education,Married,House / apartment,-10461,-1160,1,1,0,0,Managers,4
5969401,F,Y,N,2,166500,Commercial associate,Higher education,Married,House / apartment,-10461,-1160,1,1,0,0,Managers,4
